"AUID_ATTNS","ActivityStartDate","TADA.CharacteristicName","n"
"AK_B_1010208_002",2020-07-22,"FECAL COLIFORM",2
"AK_B_1010208_002",2020-07-22,"TEMPERATURE, WATER",2
"AK_B_1010208_002",2020-07-27,"FECAL COLIFORM",2
"AK_B_1010208_002",2020-07-27,"TEMPERATURE, WATER",2
"AK_B_1010208_002",2020-08-04,"FECAL COLIFORM",2
"AK_B_1010208_002",2020-08-04,"TEMPERATURE, WATER",2
"AK_B_1010208_002",2020-08-11,"FECAL COLIFORM",2
"AK_B_1010208_002",2020-08-11,"TEMPERATURE, WATER",2
"AK_B_1010208_002",2020-08-18,"FECAL COLIFORM",2
"AK_B_1010208_002",2020-08-18,"TEMPERATURE, WATER",2
"AK_B_1010208_002",2020-08-25,"FECAL COLIFORM",2
"AK_B_1010208_002",2020-08-25,"TEMPERATURE, WATER",2
"AK_B_1010208_002",2020-09-01,"FECAL COLIFORM",2
"AK_B_1010208_002",2020-09-01,"TEMPERATURE, WATER",2
"AK_B_1010208_002",2020-09-09,"FECAL COLIFORM",3
"AK_B_1010208_002",2020-09-09,"TEMPERATURE, WATER",2
"AK_B_1010208_002",2020-09-17,"FECAL COLIFORM",2
"AK_B_1010208_002",2020-09-17,"TEMPERATURE, WATER",2
"AK_B_1021109_001",2022-06-07,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-06-14,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-06-22,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-06-29,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-07-06,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-07-12,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-07-19,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-07-26,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-08-02,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-08-09,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-08-16,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-08-23,"FECAL COLIFORM",2
"AK_B_1021109_001",2022-09-08,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-06-07,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-06-14,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-06-22,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-06-29,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-07-06,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-07-12,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-07-19,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-07-26,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-08-02,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-08-09,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-08-16,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-08-23,"FECAL COLIFORM",2
"AK_B_1021109_003",2022-09-08,"FECAL COLIFORM",2
"AK_B_2030218_002",2018-07-25,"FECAL COLIFORM",15
"AK_B_2030218_002",2018-07-25,"TEMPERATURE, WATER",6
"AK_B_2030218_002",2018-07-25,"TIDE RANGE",6
"AK_B_2030218_002",2018-07-25,"TURBIDITY SEVERITY (CHOICE LIST)",6
"AK_B_2030218_002",2018-07-26,"FECAL COLIFORM",9
"AK_B_2030218_003",2018-07-25,"FECAL COLIFORM",15
"AK_B_2030218_003",2018-07-25,"TEMPERATURE, WATER",8
"AK_B_2030218_003",2018-07-25,"TIDE RANGE",8
"AK_B_2030218_003",2018-07-25,"TURBIDITY SEVERITY (CHOICE LIST)",8
"AK_B_2030218_003",2018-07-26,"FECAL COLIFORM",9
"AK_B_2030218_003",2018-07-26,"TEMPERATURE, WATER",2
"AK_B_2030218_003",2018-07-26,"TIDE RANGE",2
"AK_B_2030218_003",2018-07-26,"TURBIDITY SEVERITY (CHOICE LIST)",2
"AK_L_2030212_001",2021-05-19,"ALUMINUM",2
"AK_L_2030212_001",2021-05-19,"CADMIUM",2
"AK_L_2030212_001",2021-05-19,"CALCIUM",2
"AK_L_2030212_001",2021-05-19,"COPPER",4
"AK_L_2030212_001",2021-05-19,"DISSOLVED OXYGEN (DO)",2
"AK_L_2030212_001",2021-05-19,"HARDNESS, CARBONATE",2
"AK_L_2030212_001",2021-05-19,"LEAD",2
"AK_L_2030212_001",2021-05-19,"MAGNESIUM",2
"AK_L_2030212_001",2021-05-19,"ORGANIC CARBON",2
"AK_L_2030212_001",2021-05-19,"PH",3
"AK_L_2030212_001",2021-05-19,"POTASSIUM",2
"AK_L_2030212_001",2021-05-19,"SALINITY",2
"AK_L_2030212_001",2021-05-19,"SELENIUM",2
"AK_L_2030212_001",2021-05-19,"SODIUM",2
"AK_L_2030212_001",2021-05-19,"SPECIFIC CONDUCTANCE",2
"AK_L_2030212_001",2021-05-19,"TEMPERATURE, WATER",2
"AK_L_2030212_001",2021-05-19,"TOTAL DISSOLVED SOLIDS",3
"AK_L_2030212_001",2021-05-19,"TURBIDITY",2
"AK_L_2030212_001",2021-05-19,"ZINC",2
"AK_L_2030212_001",2021-08-31,"ALUMINUM",2
"AK_L_2030212_001",2021-08-31,"CADMIUM",2
"AK_L_2030212_001",2021-08-31,"CALCIUM",4
"AK_L_2030212_001",2021-08-31,"COPPER",4
"AK_L_2030212_001",2021-08-31,"DISSOLVED OXYGEN (DO)",2
"AK_L_2030212_001",2021-08-31,"HARDNESS, CARBONATE",2
"AK_L_2030212_001",2021-08-31,"LEAD",2
"AK_L_2030212_001",2021-08-31,"MAGNESIUM",4
"AK_L_2030212_001",2021-08-31,"ORGANIC CARBON",2
"AK_L_2030212_001",2021-08-31,"PH",6
"AK_L_2030212_001",2021-08-31,"POTASSIUM",2
"AK_L_2030212_001",2021-08-31,"SALINITY",2
"AK_L_2030212_001",2021-08-31,"SELENIUM",2
"AK_L_2030212_001",2021-08-31,"SODIUM",2
"AK_L_2030212_001",2021-08-31,"SPECIFIC CONDUCTANCE",2
"AK_L_2030212_001",2021-08-31,"TEMPERATURE, WATER",2
"AK_L_2030212_001",2021-08-31,"TOTAL DISSOLVED SOLIDS",4
"AK_L_2030212_001",2021-08-31,"TURBIDITY",2
"AK_L_2030212_001",2021-08-31,"ZINC",2
"AK_L_2030212_001",2022-05-17,"ALUMINUM",2
"AK_L_2030212_001",2022-05-17,"CADMIUM",2
"AK_L_2030212_001",2022-05-17,"CALCIUM",4
"AK_L_2030212_001",2022-05-17,"COPPER",4
"AK_L_2030212_001",2022-05-17,"DISSOLVED OXYGEN (DO)",2
"AK_L_2030212_001",2022-05-17,"HARDNESS, CARBONATE",2
"AK_L_2030212_001",2022-05-17,"LEAD",2
"AK_L_2030212_001",2022-05-17,"MAGNESIUM",4
"AK_L_2030212_001",2022-05-17,"PH",6
"AK_L_2030212_001",2022-05-17,"POTASSIUM",2
"AK_L_2030212_001",2022-05-17,"SALINITY",2
"AK_L_2030212_001",2022-05-17,"SELENIUM",2
"AK_L_2030212_001",2022-05-17,"SODIUM",2
"AK_L_2030212_001",2022-05-17,"SPECIFIC CONDUCTANCE",2
"AK_L_2030212_001",2022-05-17,"TEMPERATURE, WATER",2
"AK_L_2030212_001",2022-05-17,"TOTAL DISSOLVED SOLIDS",3
"AK_L_2030212_001",2022-09-08,"DISSOLVED OXYGEN (DO)",2
"AK_L_2030212_001",2022-09-08,"PH",6
"AK_L_2030212_001",2022-09-08,"SALINITY",2
"AK_L_2030212_001",2022-09-08,"SPECIFIC CONDUCTANCE",2
"AK_L_2030212_001",2022-09-08,"TEMPERATURE, WATER",2
"AK_L_2030212_001",2022-09-08,"TOTAL DISSOLVED SOLIDS",2
"AK_L_2030212_001",2022-09-08,"TURBIDITY",2
"AK_L_2040106_003",2020-05-19,"FECAL COLIFORM",2
"AK_L_2040106_003",2020-05-27,"FECAL COLIFORM",2
"AK_L_2040106_003",2020-06-02,"FECAL COLIFORM",2
"AK_L_2040106_003",2020-06-10,"FECAL COLIFORM",2
"AK_L_2040106_003",2020-06-16,"FECAL COLIFORM",2
"AK_L_2040108_055",2020-05-18,"FECAL COLIFORM",2
"AK_L_2040108_055",2020-05-26,"FECAL COLIFORM",2
"AK_L_2040108_055",2020-06-01,"FECAL COLIFORM",2
"AK_L_2040108_055",2020-06-16,"FECAL COLIFORM",2
"AK_L_2040108_055",2021-05-03,"FECAL COLIFORM",2
"AK_L_2040108_055",2021-05-05,"FECAL COLIFORM",2
"AK_L_2040108_055",2021-05-11,"FECAL COLIFORM",2
"AK_L_2040108_055",2021-05-18,"FECAL COLIFORM",2
"AK_L_2040108_055",2021-05-25,"FECAL COLIFORM",2
"AK_L_2040108_060",2020-05-18,"FECAL COLIFORM",2
"AK_L_2040108_060",2020-05-26,"FECAL COLIFORM",2
"AK_L_2040108_060",2020-06-01,"FECAL COLIFORM",2
"AK_L_2040108_060",2020-06-12,"FECAL COLIFORM",2
"AK_L_2040108_060",2020-06-16,"FECAL COLIFORM",2
"AK_L_2040108_060",2021-05-05,"FECAL COLIFORM",2
"AK_L_2040108_060",2021-05-11,"FECAL COLIFORM",2
"AK_L_2040108_060",2021-05-13,"FECAL COLIFORM",2
"AK_L_2040108_060",2021-05-19,"FECAL COLIFORM",2
"AK_L_2040108_060",2021-05-24,"FECAL COLIFORM",2
"AK_L_8030609_003",2020-06-08,"PH",3
"AK_L_8030609_003",2020-07-07,"PH",3
"AK_L_8030609_003",2020-07-20,"PH",3
"AK_L_8030609_003",2020-08-13,"PH",3
"AK_L_8030609_003",2020-08-26,"PH",3
"AK_L_8030609_003",2020-09-17,"PH",3
"AK_L_8030609_003",2020-09-30,"PH",3
"AK_L_8030609_003",2021-06-16,"PH",3
"AK_L_8030609_003",2021-07-22,"PH",3
"AK_L_8030609_003",2021-08-11,"PH",3
"AK_L_8030709_001",2020-06-23,"PH",3
"AK_L_8030709_001",2020-07-10,"PH",3
"AK_L_8030709_001",2020-07-23,"PH",3
"AK_L_8030709_001",2020-08-11,"PH",3
"AK_L_8030709_001",2020-08-17,"PH",3
"AK_L_8030709_001",2020-08-31,"PH",3
"AK_L_8030709_001",2020-09-30,"PH",3
"AK_L_8030709_001",2021-06-16,"PH",3
"AK_L_8030709_001",2021-07-22,"PH",3
"AK_L_8030709_001",2021-07-28,"FECAL COLIFORM",2
"AK_L_8030709_001",2021-08-11,"PH",3
"AK_M_1010204_006",2020-07-09,"AMMONIA-NITROGEN",6
"AK_M_1010204_006",2020-07-09,"COPPER",12
"AK_M_1010204_006",2020-07-09,"DISSOLVED OXYGEN (DO)",24
"AK_M_1010204_006",2020-07-09,"ENTEROCOCCUS",6
"AK_M_1010204_006",2020-07-09,"FECAL COLIFORM",6
"AK_M_1010204_006",2020-07-09,"NICKEL",12
"AK_M_1010204_006",2020-07-09,"PH",24
"AK_M_1010204_006",2020-07-09,"SALINITY",24
"AK_M_1010204_006",2020-07-09,"TEMPERATURE, WATER",24
"AK_M_1010204_006",2020-07-09,"ZINC",12
"AK_M_1010204_006",2020-07-13,"ENTEROCOCCUS",6
"AK_M_1010204_006",2020-07-13,"FECAL COLIFORM",6
"AK_M_1010204_006",2020-07-16,"ENTEROCOCCUS",6
"AK_M_1010204_006",2020-07-16,"FECAL COLIFORM",6
"AK_M_1010204_006",2020-07-20,"ENTEROCOCCUS",6
"AK_M_1010204_006",2020-07-20,"FECAL COLIFORM",6
"AK_M_1010204_006",2020-07-23,"ENTEROCOCCUS",6
"AK_M_1010204_006",2020-07-23,"FECAL COLIFORM",6
"AK_M_1010204_006",2021-04-19,"ENTEROCOCCUS",5
"AK_M_1010204_006",2021-04-19,"FECAL COLIFORM",5
"AK_M_1010204_006",2021-04-21,"AMMONIA-NITROGEN",5
"AK_M_1010204_006",2021-04-21,"COPPER",10
"AK_M_1010204_006",2021-04-21,"DISSOLVED OXYGEN (DO)",20
"AK_M_1010204_006",2021-04-21,"ENTEROCOCCUS",5
"AK_M_1010204_006",2021-04-21,"FECAL COLIFORM",5
"AK_M_1010204_006",2021-04-21,"NICKEL",10
"AK_M_1010204_006",2021-04-21,"PH",20
"AK_M_1010204_006",2021-04-21,"SALINITY",20
"AK_M_1010204_006",2021-04-21,"TEMPERATURE, WATER",20
"AK_M_1010204_006",2021-04-21,"ZINC",10
"AK_M_1010204_006",2021-04-22,"ENTEROCOCCUS",5
"AK_M_1010204_006",2021-04-22,"FECAL COLIFORM",5
"AK_M_1010204_006",2021-05-10,"ENTEROCOCCUS",5
"AK_M_1010204_006",2021-05-10,"FECAL COLIFORM",5
"AK_M_1010204_006",2021-05-11,"ENTEROCOCCUS",5
"AK_M_1010204_006",2021-05-11,"FECAL COLIFORM",5
"AK_M_1010204_006",2022-05-04,"AMMONIA-NITROGEN",5
"AK_M_1010204_006",2022-05-04,"COPPER",10
"AK_M_1010204_006",2022-05-04,"DISSOLVED OXYGEN (DO)",20
"AK_M_1010204_006",2022-05-04,"ENTEROCOCCUS",5
"AK_M_1010204_006",2022-05-04,"FECAL COLIFORM",5
"AK_M_1010204_006",2022-05-04,"NICKEL",10
"AK_M_1010204_006",2022-05-04,"PH",20
"AK_M_1010204_006",2022-05-04,"SALINITY",20
"AK_M_1010204_006",2022-05-04,"TEMPERATURE, WATER",20
"AK_M_1010204_006",2022-05-04,"ZINC",10
"AK_M_1010204_006",2022-05-05,"ENTEROCOCCUS",5
"AK_M_1010204_006",2022-05-05,"FECAL COLIFORM",5
"AK_M_1010204_006",2022-05-10,"ENTEROCOCCUS",5
"AK_M_1010204_006",2022-05-10,"FECAL COLIFORM",5
"AK_M_1010204_006",2022-05-12,"ENTEROCOCCUS",5
"AK_M_1010204_006",2022-05-12,"FECAL COLIFORM",5
"AK_M_1010204_006",2022-05-17,"ENTEROCOCCUS",5
"AK_M_1010204_006",2022-05-17,"FECAL COLIFORM",5
"AK_M_1010204_008",2020-07-09,"AMMONIA-NITROGEN",5
"AK_M_1010204_008",2020-07-09,"COPPER",10
"AK_M_1010204_008",2020-07-09,"DISSOLVED OXYGEN (DO)",20
"AK_M_1010204_008",2020-07-09,"ENTEROCOCCUS",5
"AK_M_1010204_008",2020-07-09,"FECAL COLIFORM",5
"AK_M_1010204_008",2020-07-09,"NICKEL",10
"AK_M_1010204_008",2020-07-09,"PH",20
"AK_M_1010204_008",2020-07-09,"SALINITY",20
"AK_M_1010204_008",2020-07-09,"TEMPERATURE, WATER",20
"AK_M_1010204_008",2020-07-09,"ZINC",10
"AK_M_1010204_008",2020-07-13,"ENTEROCOCCUS",5
"AK_M_1010204_008",2020-07-13,"FECAL COLIFORM",5
"AK_M_1010204_008",2020-07-16,"ENTEROCOCCUS",5
"AK_M_1010204_008",2020-07-16,"FECAL COLIFORM",5
"AK_M_1010204_008",2020-07-20,"ENTEROCOCCUS",5
"AK_M_1010204_008",2020-07-20,"FECAL COLIFORM",5
"AK_M_1010204_008",2020-07-23,"ENTEROCOCCUS",5
"AK_M_1010204_008",2020-07-23,"FECAL COLIFORM",5
"AK_M_1010204_008",2021-04-19,"ENTEROCOCCUS",4
"AK_M_1010204_008",2021-04-19,"FECAL COLIFORM",4
"AK_M_1010204_008",2021-04-20,"AMMONIA-NITROGEN",4
"AK_M_1010204_008",2021-04-20,"COPPER",8
"AK_M_1010204_008",2021-04-20,"DISSOLVED OXYGEN (DO)",16
"AK_M_1010204_008",2021-04-20,"ENTEROCOCCUS",4
"AK_M_1010204_008",2021-04-20,"FECAL COLIFORM",4
"AK_M_1010204_008",2021-04-20,"NICKEL",8
"AK_M_1010204_008",2021-04-20,"PH",16
"AK_M_1010204_008",2021-04-20,"SALINITY",16
"AK_M_1010204_008",2021-04-20,"TEMPERATURE, WATER",16
"AK_M_1010204_008",2021-04-20,"ZINC",8
"AK_M_1010204_008",2021-04-22,"ENTEROCOCCUS",4
"AK_M_1010204_008",2021-04-22,"FECAL COLIFORM",4
"AK_M_1010204_008",2021-05-10,"ENTEROCOCCUS",4
"AK_M_1010204_008",2021-05-10,"FECAL COLIFORM",4
"AK_M_1010204_008",2021-05-11,"ENTEROCOCCUS",4
"AK_M_1010204_008",2021-05-11,"FECAL COLIFORM",4
"AK_M_1010204_008",2022-05-04,"AMMONIA-NITROGEN",4
"AK_M_1010204_008",2022-05-04,"COPPER",8
"AK_M_1010204_008",2022-05-04,"DISSOLVED OXYGEN (DO)",16
"AK_M_1010204_008",2022-05-04,"ENTEROCOCCUS",4
"AK_M_1010204_008",2022-05-04,"FECAL COLIFORM",4
"AK_M_1010204_008",2022-05-04,"NICKEL",8
"AK_M_1010204_008",2022-05-04,"PH",16
"AK_M_1010204_008",2022-05-04,"SALINITY",16
"AK_M_1010204_008",2022-05-04,"TEMPERATURE, WATER",16
"AK_M_1010204_008",2022-05-04,"ZINC",8
"AK_M_1010204_008",2022-05-05,"ENTEROCOCCUS",4
"AK_M_1010204_008",2022-05-05,"FECAL COLIFORM",4
"AK_M_1010204_008",2022-05-10,"ENTEROCOCCUS",4
"AK_M_1010204_008",2022-05-10,"FECAL COLIFORM",4
"AK_M_1010204_008",2022-05-12,"ENTEROCOCCUS",4
"AK_M_1010204_008",2022-05-12,"FECAL COLIFORM",4
"AK_M_1010204_008",2022-05-17,"ENTEROCOCCUS",4
"AK_M_1010204_008",2022-05-17,"FECAL COLIFORM",4
"AK_M_1010204_010",2020-07-09,"AMMONIA-NITROGEN",4
"AK_M_1010204_010",2020-07-09,"COPPER",8
"AK_M_1010204_010",2020-07-09,"DISSOLVED OXYGEN (DO)",16
"AK_M_1010204_010",2020-07-09,"ENTEROCOCCUS",4
"AK_M_1010204_010",2020-07-09,"FECAL COLIFORM",4
"AK_M_1010204_010",2020-07-09,"NICKEL",8
"AK_M_1010204_010",2020-07-09,"PH",13
"AK_M_1010204_010",2020-07-09,"SALINITY",16
"AK_M_1010204_010",2020-07-09,"TEMPERATURE, WATER",16
"AK_M_1010204_010",2020-07-09,"ZINC",8
"AK_M_1010204_010",2020-07-13,"ENTEROCOCCUS",4
"AK_M_1010204_010",2020-07-13,"FECAL COLIFORM",4
"AK_M_1010204_010",2020-07-16,"ENTEROCOCCUS",4
"AK_M_1010204_010",2020-07-16,"FECAL COLIFORM",4
"AK_M_1010204_010",2020-07-20,"ENTEROCOCCUS",4
"AK_M_1010204_010",2020-07-20,"FECAL COLIFORM",4
"AK_M_1010204_010",2020-07-23,"ENTEROCOCCUS",4
"AK_M_1010204_010",2020-07-23,"FECAL COLIFORM",4
"AK_M_1010204_010",2021-04-19,"ENTEROCOCCUS",4
"AK_M_1010204_010",2021-04-19,"FECAL COLIFORM",4
"AK_M_1010204_010",2021-04-20,"COPPER",2
"AK_M_1010204_010",2021-04-20,"DISSOLVED OXYGEN (DO)",4
"AK_M_1010204_010",2021-04-20,"NICKEL",2
"AK_M_1010204_010",2021-04-20,"PH",4
"AK_M_1010204_010",2021-04-20,"SALINITY",4
"AK_M_1010204_010",2021-04-20,"TEMPERATURE, WATER",4
"AK_M_1010204_010",2021-04-20,"ZINC",2
"AK_M_1010204_010",2021-04-21,"AMMONIA-NITROGEN",3
"AK_M_1010204_010",2021-04-21,"COPPER",6
"AK_M_1010204_010",2021-04-21,"DISSOLVED OXYGEN (DO)",12
"AK_M_1010204_010",2021-04-21,"ENTEROCOCCUS",3
"AK_M_1010204_010",2021-04-21,"FECAL COLIFORM",3
"AK_M_1010204_010",2021-04-21,"NICKEL",6
"AK_M_1010204_010",2021-04-21,"PH",12
"AK_M_1010204_010",2021-04-21,"SALINITY",12
"AK_M_1010204_010",2021-04-21,"TEMPERATURE, WATER",12
"AK_M_1010204_010",2021-04-21,"ZINC",6
"AK_M_1010204_010",2021-04-22,"ENTEROCOCCUS",4
"AK_M_1010204_010",2021-04-22,"FECAL COLIFORM",4
"AK_M_1010204_010",2021-05-10,"ENTEROCOCCUS",4
"AK_M_1010204_010",2021-05-10,"FECAL COLIFORM",4
"AK_M_1010204_010",2021-05-11,"ENTEROCOCCUS",4
"AK_M_1010204_010",2021-05-11,"FECAL COLIFORM",4
"AK_M_1010204_010",2022-05-04,"AMMONIA-NITROGEN",4
"AK_M_1010204_010",2022-05-04,"COPPER",8
"AK_M_1010204_010",2022-05-04,"DISSOLVED OXYGEN (DO)",16
"AK_M_1010204_010",2022-05-04,"ENTEROCOCCUS",4
"AK_M_1010204_010",2022-05-04,"FECAL COLIFORM",4
"AK_M_1010204_010",2022-05-04,"NICKEL",8
"AK_M_1010204_010",2022-05-04,"PH",16
"AK_M_1010204_010",2022-05-04,"SALINITY",16
"AK_M_1010204_010",2022-05-04,"TEMPERATURE, WATER",16
"AK_M_1010204_010",2022-05-04,"ZINC",8
"AK_M_1010204_010",2022-05-05,"ENTEROCOCCUS",4
"AK_M_1010204_010",2022-05-05,"FECAL COLIFORM",4
"AK_M_1010204_010",2022-05-10,"ENTEROCOCCUS",4
"AK_M_1010204_010",2022-05-10,"FECAL COLIFORM",4
"AK_M_1010204_010",2022-05-12,"ENTEROCOCCUS",4
"AK_M_1010204_010",2022-05-12,"FECAL COLIFORM",4
"AK_M_1010204_010",2022-05-17,"ENTEROCOCCUS",4
"AK_M_1010204_010",2022-05-17,"FECAL COLIFORM",4
"AK_M_1010207_001",2020-09-24,"COPPER",2
"AK_M_1010207_001",2020-09-24,"DISSOLVED OXYGEN (DO)",4
"AK_M_1010207_001",2020-09-24,"NICKEL",2
"AK_M_1010207_001",2020-09-24,"PH",4
"AK_M_1010207_001",2020-09-24,"SALINITY",4
"AK_M_1010207_001",2020-09-24,"TEMPERATURE, WATER",4
"AK_M_1010207_001",2020-09-24,"ZINC",2
"AK_M_1010207_001",2021-04-21,"COPPER",2
"AK_M_1010207_001",2021-04-21,"DISSOLVED OXYGEN (DO)",4
"AK_M_1010207_001",2021-04-21,"NICKEL",2
"AK_M_1010207_001",2021-04-21,"PH",4
"AK_M_1010207_001",2021-04-21,"SALINITY",4
"AK_M_1010207_001",2021-04-21,"TEMPERATURE, WATER",4
"AK_M_1010207_001",2021-04-21,"ZINC",2
"AK_M_1010207_001",2022-05-05,"COPPER",2
"AK_M_1010207_001",2022-05-05,"DISSOLVED OXYGEN (DO)",4
"AK_M_1010207_001",2022-05-05,"NICKEL",2
"AK_M_1010207_001",2022-05-05,"PH",4
"AK_M_1010207_001",2022-05-05,"SALINITY",4
"AK_M_1010207_001",2022-05-05,"TEMPERATURE, WATER",4
"AK_M_1010207_001",2022-05-05,"ZINC",2
"AK_M_1010207_008",2021-04-21,"COPPER",2
"AK_M_1010207_008",2021-04-21,"DISSOLVED OXYGEN (DO)",4
"AK_M_1010207_008",2021-04-21,"NICKEL",2
"AK_M_1010207_008",2021-04-21,"PH",4
"AK_M_1010207_008",2021-04-21,"SALINITY",4
"AK_M_1010207_008",2021-04-21,"TEMPERATURE, WATER",4
"AK_M_1010207_008",2021-04-21,"ZINC",2
"AK_M_1010207_008",2022-05-05,"COPPER",2
"AK_M_1010207_008",2022-05-05,"DISSOLVED OXYGEN (DO)",4
"AK_M_1010207_008",2022-05-05,"NICKEL",2
"AK_M_1010207_008",2022-05-05,"PH",4
"AK_M_1010207_008",2022-05-05,"SALINITY",4
"AK_M_1010207_008",2022-05-05,"TEMPERATURE, WATER",4
"AK_M_1010207_008",2022-05-05,"ZINC",2
"AK_M_1010210_003",2020-09-24,"COPPER",2
"AK_M_1010210_003",2020-09-24,"DISSOLVED OXYGEN (DO)",4
"AK_M_1010210_003",2020-09-24,"NICKEL",2
"AK_M_1010210_003",2020-09-24,"PH",4
"AK_M_1010210_003",2020-09-24,"SALINITY",4
"AK_M_1010210_003",2020-09-24,"TEMPERATURE, WATER",4
"AK_M_1010210_003",2020-09-24,"ZINC",2
"AK_M_1010210_003",2021-04-20,"COPPER",2
"AK_M_1010210_003",2021-04-20,"DISSOLVED OXYGEN (DO)",4
"AK_M_1010210_003",2021-04-20,"NICKEL",2
"AK_M_1010210_003",2021-04-20,"PH",4
"AK_M_1010210_003",2021-04-20,"SALINITY",4
"AK_M_1010210_003",2021-04-20,"TEMPERATURE, WATER",4
"AK_M_1010210_003",2021-04-20,"ZINC",2
"AK_M_1010210_003",2022-05-06,"COPPER",2
"AK_M_1010210_003",2022-05-06,"DISSOLVED OXYGEN (DO)",4
"AK_M_1010210_003",2022-05-06,"NICKEL",2
"AK_M_1010210_003",2022-05-06,"PH",4
"AK_M_1010210_003",2022-05-06,"SALINITY",4
"AK_M_1010210_003",2022-05-06,"TEMPERATURE, WATER",4
"AK_M_1010210_003",2022-05-06,"ZINC",2
"AK_M_1020401_005",2021-05-05,"COPPER",2
"AK_M_1020401_005",2021-05-05,"DISSOLVED OXYGEN (DO)",4
"AK_M_1020401_005",2021-05-05,"NICKEL",2
"AK_M_1020401_005",2021-05-05,"PH",4
"AK_M_1020401_005",2021-05-05,"SALINITY",4
"AK_M_1020401_005",2021-05-05,"TEMPERATURE, WATER",4
"AK_M_1020401_005",2021-05-05,"ZINC",2
"AK_M_1020401_005",2022-05-19,"COPPER",2
"AK_M_1020401_005",2022-05-19,"DISSOLVED OXYGEN (DO)",4
"AK_M_1020401_005",2022-05-19,"NICKEL",2
"AK_M_1020401_005",2022-05-19,"PH",4
"AK_M_1020401_005",2022-05-19,"SALINITY",4
"AK_M_1020401_005",2022-05-19,"TEMPERATURE, WATER",4
"AK_M_1020401_005",2022-05-19,"ZINC",2
"AK_M_1020612_003",2020-09-20,"COPPER",2
"AK_M_1020612_003",2020-09-20,"DISSOLVED OXYGEN (DO)",4
"AK_M_1020612_003",2020-09-20,"NICKEL",2
"AK_M_1020612_003",2020-09-20,"PH",4
"AK_M_1020612_003",2020-09-20,"SALINITY",4
"AK_M_1020612_003",2020-09-20,"TEMPERATURE, WATER",4
"AK_M_1020612_003",2020-09-20,"ZINC",2
"AK_M_1020612_003",2021-04-26,"COPPER",2
"AK_M_1020612_003",2021-04-26,"DISSOLVED OXYGEN (DO)",4
"AK_M_1020612_003",2021-04-26,"NICKEL",2
"AK_M_1020612_003",2021-04-26,"PH",4
"AK_M_1020612_003",2021-04-26,"SALINITY",4
"AK_M_1020612_003",2021-04-26,"TEMPERATURE, WATER",4
"AK_M_1020612_003",2021-04-26,"ZINC",2
"AK_M_1020612_003",2022-05-16,"COPPER",2
"AK_M_1020612_003",2022-05-16,"DISSOLVED OXYGEN (DO)",4
"AK_M_1020612_003",2022-05-16,"NICKEL",2
"AK_M_1020612_003",2022-05-16,"SALINITY",4
"AK_M_1020612_003",2022-05-16,"TEMPERATURE, WATER",4
"AK_M_1020612_003",2022-05-16,"ZINC",2
"AK_M_1020903_010",2020-09-19,"AMMONIA-NITROGEN",2
"AK_M_1020903_010",2020-09-19,"COPPER",4
"AK_M_1020903_010",2020-09-19,"DISSOLVED OXYGEN (DO)",8
"AK_M_1020903_010",2020-09-19,"NICKEL",4
"AK_M_1020903_010",2020-09-19,"PH",8
"AK_M_1020903_010",2020-09-19,"SALINITY",8
"AK_M_1020903_010",2020-09-19,"TEMPERATURE, WATER",8
"AK_M_1020903_010",2020-09-19,"ZINC",4
"AK_M_1020903_010",2021-04-20,"COPPER",2
"AK_M_1020903_010",2021-04-20,"DISSOLVED OXYGEN (DO)",4
"AK_M_1020903_010",2021-04-20,"NICKEL",2
"AK_M_1020903_010",2021-04-20,"PH",4
"AK_M_1020903_010",2021-04-20,"SALINITY",4
"AK_M_1020903_010",2021-04-20,"TEMPERATURE, WATER",4
"AK_M_1020903_010",2021-04-20,"ZINC",2
"AK_M_1020903_010",2021-04-28,"COPPER",2
"AK_M_1020903_010",2021-04-28,"DISSOLVED OXYGEN (DO)",4
"AK_M_1020903_010",2021-04-28,"NICKEL",2
"AK_M_1020903_010",2021-04-28,"PH",4
"AK_M_1020903_010",2021-04-28,"SALINITY",4
