AUID_ATTNS,Name_AU,TADA.MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Waterbody Type,Fraction,Constituent Group,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Dec Use,DEC Use Description,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency
AK_R_3020614_003,Kvichak River,RIVER/STREAM,River,MOLYBDENUM,UG/L,TOTAL,7,7,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020614_003,Kvichak River,RIVER/STREAM,River,SILVER,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020614_003,Kvichak River,RIVER/STREAM,River,VANADIUM,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020620_001,Alagnak River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020620_001,Alagnak River,RIVER/STREAM,River,ALUMINUM,UG/L,TOTAL,8,8,4,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020620_001,Alagnak River,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020620_001,Alagnak River,RIVER/STREAM,River,CHROMIUM,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020620_001,Alagnak River,RIVER/STREAM,River,COBALT,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020620_001,Alagnak River,RIVER/STREAM,River,IRON,UG/L,TOTAL,8,8,4,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020620_001,Alagnak River,RIVER/STREAM,River,LEAD,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020620_001,Alagnak River,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020620_001,Alagnak River,RIVER/STREAM,River,MOLYBDENUM,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020620_001,Alagnak River,RIVER/STREAM,River,SILVER,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020620_001,Alagnak River,RIVER/STREAM,River,VANADIUM,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020622_012,Unnamed Creek,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020622_012,Unnamed Creek,RIVER/STREAM,River,ALUMINUM,UG/L,TOTAL,8,8,4,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020622_012,Unnamed Creek,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020622_012,Unnamed Creek,RIVER/STREAM,River,CHROMIUM,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020622_012,Unnamed Creek,RIVER/STREAM,River,COBALT,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020622_012,Unnamed Creek,RIVER/STREAM,River,IRON,UG/L,TOTAL,8,8,4,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020622_012,Unnamed Creek,RIVER/STREAM,River,LEAD,UG/L,TOTAL,7,7,3,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020622_012,Unnamed Creek,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020622_012,Unnamed Creek,RIVER/STREAM,River,MOLYBDENUM,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020622_012,Unnamed Creek,RIVER/STREAM,River,SILVER,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3020622_012,Unnamed Creek,RIVER/STREAM,River,VANADIUM,UG/L,TOTAL,6,6,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"1,1,1-TRICHLOROETHANE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"1,1,2-TRICHLOROETHANE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"1,1-DICHLOROETHYLENE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"1,2,4-TRICHLOROBENZENE",UG/L,TOTAL,3,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"1,2-DICHLOROETHANE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"1,2-DICHLOROPROPANE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"2,4,5-TRICHLOROPHENOL",UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"2,4-DICHLOROPHENOL",UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"2,4-DIMETHYLPHENOL",UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"2,4-DINITROPHENOL",UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,2-CHLORONAPHTHALENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"4,6-DINITRO-O-CRESOL",UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,ACENAPHTHENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,ANTHRACENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,ANTIMONY,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,ARSENIC,UG/L,,5,4,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,BENZO[A]PYRENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,BIS(2-CHLOROISOPROPYL) ETHER,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,BUTYL BENZYL PHTHALATE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,CADMIUM,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,CARBON TETRACHLORIDE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,CHLOROBENZENE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"CIS-1,2-DICHLOROETHYLENE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,DI(2-ETHYLHEXYL) PHTHALATE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,DIBUTYL PHTHALATE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,DIETHYL PHTHALATE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,DIMETHYL PHTHALATE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,ETHYLENE DIBROMIDE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,FLUORANTHENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,FLUORENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,HARDNESS,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,HARDNESS,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,HEXACHLOROBENZENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,HEXACHLOROCYCLOPENTADIENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,LEAD,UG/L,,4,4,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,MERCURY,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,MERCURY,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,METHYL BROMIDE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,METHYLENE CHLORIDE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,NICKEL,UG/L,,4,4,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,NITROBENZENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,PENTACHLOROPHENOL,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,PHENOL,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,PYRENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,STYRENE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,TETRACHLOROETHYLENE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,"TRANS-1,2-DICHLOROETHYLENE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,TRICHLOROETHYLENE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050101_006_001,Kuskokwim River (Georgetown),RIVER/STREAM,River,VINYL CHLORIDE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"1,1,1-TRICHLOROETHANE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"1,1,2-TRICHLOROETHANE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"1,1-DICHLOROETHYLENE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"1,2,4-TRICHLOROBENZENE",UG/L,TOTAL,3,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"1,2-DICHLOROETHANE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"1,2-DICHLOROPROPANE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"2,4,5-TRICHLOROPHENOL",UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"2,4-DICHLOROPHENOL",UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"2,4-DIMETHYLPHENOL",UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"2,4-DINITROPHENOL",UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,2-CHLORONAPHTHALENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"4,6-DINITRO-O-CRESOL",UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,ACENAPHTHENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,ANTHRACENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,ANTIMONY,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,ARSENIC,UG/L,,3,2,2,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,BENZO[A]PYRENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,BIS(2-CHLOROISOPROPYL) ETHER,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,BUTYL BENZYL PHTHALATE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,CADMIUM,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,CARBON TETRACHLORIDE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,CHLOROBENZENE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"CIS-1,2-DICHLOROETHYLENE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,DI(2-ETHYLHEXYL) PHTHALATE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,DIBUTYL PHTHALATE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,DIETHYL PHTHALATE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,DIMETHYL PHTHALATE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,ETHYLENE DIBROMIDE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,FLUORANTHENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,FLUORENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,HARDNESS,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,HARDNESS,UG/L,,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,HEXACHLOROBENZENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,HEXACHLOROCYCLOPENTADIENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,LEAD,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,MERCURY,UG/L,DISSOLVED,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,MERCURY,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,METHYL BROMIDE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,METHYLENE CHLORIDE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,NICKEL,UG/L,,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,NITROBENZENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,PENTACHLOROPHENOL,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,PHENOL,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,PYRENE,UG/L,TOTAL,1,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,STYRENE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,TETRACHLOROETHYLENE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,"TRANS-1,2-DICHLOROETHYLENE",UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,TRICHLOROETHYLENE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_3050107_005,George River,RIVER/STREAM,River,VINYL CHLORIDE,UG/L,TOTAL,2,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,ALKALINITY,UG/L,,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,ALUMINUM,UG/L,TOTAL,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,AMMONIA,MG/L,,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,BORON,UG/L,TOTAL,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,COBALT,UG/L,TOTAL,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,FLUORIDE,UG/L,TOTAL,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,HARDNESS,UG/L,,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,IRON,UG/L,TOTAL,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,LEAD,UG/L,TOTAL,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,MOLYBDENUM,UG/L,TOTAL,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,SILVER,UG/L,TOTAL,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,THALLIUM,UG/L,DISSOLVED,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030101_001,Selawik River,RIVER/STREAM,River,VANADIUM,UG/L,TOTAL,5,1,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,ALKALINITY,UG/L,,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,ALUMINUM,UG/L,DISSOLVED,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,ALUMINUM,UG/L,TOTAL,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,AMMONIA,MG/L,,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,ANTIMONY,UG/L,DISSOLVED,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,BARIUM,UG/L,DISSOLVED,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,BORON,UG/L,TOTAL,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,CHLORIDE,MG/L,TOTAL,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,COBALT,UG/L,TOTAL,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,FLUORIDE,UG/L,TOTAL,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,HARDNESS,UG/L,,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,IRON,UG/L,TOTAL,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,LEAD,UG/L,TOTAL,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,MANGANESE,UG/L,DISSOLVED,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,MOLYBDENUM,UG/L,TOTAL,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
AK_R_5030106_004,Selawik River,RIVER/STREAM,River,SILVER,UG/L,TOTAL,9,2,1,,,,,,,,,,,,,,,,Hardness dependency not applicable.
