AUID_ATTNS,Waterbody Type,Constituent Group,Use,Constituent,TADA.CharacteristicName,Fraction,n_Samples,n_SampDates,n_WaterYears,Data_Sufficient,Units,Directionality,Duration,Details,Exceed,Individual_Category,Overall_Category,Magnitude_Text
AK_B_1010204_003,Marine,pH,Secondary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,5.0-9.0
AK_B_1010204_003,Marine,pH,Secondary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,5.0-9.0
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,20
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,200
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,Water year average,For products normally cooked,Yes,5,5,40
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,20
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,200
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,400
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,40
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,30-day period,"Geometric mean, for products not normally cooked",Yes,5,5,20
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,400
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,40
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,200
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,20
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,400
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,40
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,200
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,20
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,400
AK_B_1010204_003,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,85,67,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,40
AK_B_1010204_003,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_B_1010204_003,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,5.0-9.0
AK_B_1010204_003,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1010204_003,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.5-8.5
AK_B_1010204_003,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,5.0-9.0
AK_B_1010204_003,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1010204_004,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,MPN/100mL,Maximum,Water year average,Twelve-tube single dilution test,Yes,5,5,28
AK_B_1010204_004,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,Membrane filtration test,Yes,5,5,31
AK_B_1010204_004,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,MPN/100mL,Maximum,Water year average,Five-tube decimal dilution test,Yes,5,5,43
AK_B_1010204_004,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,MPN/100mL,Maximum,Water year average,Three-tube decimal dilution test,Yes,5,5,49
AK_B_1010204_004,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,Geometric mean,Yes,5,5,14
AK_B_1010204_004,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_B_1010204_004,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1010204_004,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.5-8.5
AK_B_1010204_004,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1010204_004,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,72,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,35
AK_B_1010204_004,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,72,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,130
AK_B_1010204_004,Marine,pH,Primary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1010204_004,Marine,pH,Primary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1010204_004,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,2,200
AK_B_1010204_004,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,2,400
AK_B_1010204_004,Marine,pH,Secondary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,5.0-9.0
AK_B_1010204_004,Marine,pH,Secondary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,5.0-9.0
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,20
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,200
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,For products normally cooked,Yes,5,5,40
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,20
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,200
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,400
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,40
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,30-day period,"Geometric mean, for products not normally cooked",Yes,5,5,20
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,400
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,40
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,200
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,20
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,400
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,40
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,200
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,20
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,400
AK_B_1010204_004,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,80,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,40
AK_B_1010204_004,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_B_1010204_004,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,5.0-9.0
AK_B_1010204_004,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1010204_004,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.5-8.5
AK_B_1010204_004,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,5.0-9.0
AK_B_1010204_004,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1010204_005,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,MPN/100mL,Maximum,Water year average,Twelve-tube single dilution test,Yes,5,5,28
AK_B_1010204_005,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,Water year average,Membrane filtration test,Yes,5,5,31
AK_B_1010204_005,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,MPN/100mL,Maximum,Water year average,Five-tube decimal dilution test,Yes,5,5,43
AK_B_1010204_005,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,MPN/100mL,Maximum,Water year average,Three-tube decimal dilution test,Yes,5,5,49
AK_B_1010204_005,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,Water year average,Geometric mean,Yes,5,5,14
AK_B_1010204_005,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_B_1010204_005,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1010204_005,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.5-8.5
AK_B_1010204_005,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1010204_005,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,80,68,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,35
AK_B_1010204_005,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,80,68,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,130
AK_B_1010204_005,Marine,pH,Primary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1010204_005,Marine,pH,Primary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1010204_005,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,200
AK_B_1010204_005,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,400
AK_B_1010204_005,Marine,pH,Secondary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,5.0-9.0
AK_B_1010204_005,Marine,pH,Secondary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,5.0-9.0
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,20
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,200
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,Water year average,For products normally cooked,Yes,5,5,40
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,20
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,200
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,400
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,40
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,30-day period,"Geometric mean, for products not normally cooked",Yes,5,5,20
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,200
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,20
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,400
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,40
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,200
AK_B_1010204_005,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,87,68,5,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,20
AK_B_1010204_005,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_B_1010204_005,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,5.0-9.0
AK_B_1010204_005,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1010204_005,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.5-8.5
AK_B_1010204_005,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,5.0-9.0
AK_B_1010204_005,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1010204_006,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,MPN/100mL,Maximum,Water year average,Twelve-tube single dilution test,Yes,5,5,28
AK_B_1010204_006,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,Membrane filtration test,Yes,5,5,31
AK_B_1010204_006,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,MPN/100mL,Maximum,Water year average,Five-tube decimal dilution test,Yes,5,5,43
AK_B_1010204_006,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,MPN/100mL,Maximum,Water year average,Three-tube decimal dilution test,Yes,5,5,49
AK_B_1010204_006,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,Geometric mean,Yes,5,5,14
AK_B_1010204_006,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_B_1010204_006,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1010204_006,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.5-8.5
AK_B_1010204_006,Marine,pH,Aquatic Life,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1010204_006,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,75,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,35
AK_B_1010204_006,Marine,Bacteria,Primary Contact Recreation,Enterococci,ENTEROCOCCUS,NA,75,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,130
AK_B_1010204_006,Marine,pH,Primary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1010204_006,Marine,pH,Primary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1010204_006,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,2,200
AK_B_1010204_006,Marine,Bacteria,Secondary Contact Recreation,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,2,400
AK_B_1010204_006,Marine,pH,Secondary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,2,5.0-9.0
AK_B_1010204_006,Marine,pH,Secondary Contact Recreation,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,2,5.0-9.0
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,20
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,Yes,5,5,200
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,For products normally cooked,Yes,5,5,40
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,20
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean; for products normally cooked,No,2,5,200
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,400
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,No,2,5,40
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,30-day period,"Geometric mean, for products not normally cooked",Yes,5,5,20
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,400
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,For products not normally cooked,Yes,5,5,40
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,200
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,No,2,5,20
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,400
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,No,2,5,40
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,200
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,30-day period,Geometric mean,Yes,5,5,20
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,400
AK_B_1010204_006,Marine,Bacteria,Water Supply,Fecal Coliform,FECAL COLIFORM,NA,79,62,4,Yes,CFU/100mL,Maximum,Water year average,NA,Yes,5,5,40
AK_B_1010204_006,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.5-8.5
AK_B_1010204_006,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,5.0-9.0
AK_B_1010204_006,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Minimum,Daily minimum,NA,No,2,5,6.0-8.5
AK_B_1010204_006,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.5-8.5
AK_B_1010204_006,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,5.0-9.0
AK_B_1010204_006,Marine,pH,Water Supply,pH,PH,NA,25,25,2,Yes,SU,Maximum,Daily maximum,NA,No,2,5,6.0-8.5
AK_B_1010204_007,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,78,60,5,Yes,MPN/100mL,Maximum,Water year average,Twelve-tube single dilution test,Yes,5,5,28
AK_B_1010204_007,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,1,1,1,No,MPN/100mL,Maximum,Water year average,Twelve-tube single dilution test,Yes,5,5,28
AK_B_1010204_007,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,78,60,5,Yes,CFU/100mL,Maximum,Water year average,Membrane filtration test,Yes,5,5,31
AK_B_1010204_007,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,1,1,1,No,CFU/100mL,Maximum,Water year average,Membrane filtration test,Yes,5,5,31
AK_B_1010204_007,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,78,60,5,Yes,MPN/100mL,Maximum,Water year average,Five-tube decimal dilution test,Yes,5,5,43
AK_B_1010204_007,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,1,1,1,No,MPN/100mL,Maximum,Water year average,Five-tube decimal dilution test,Yes,5,5,43
AK_B_1010204_007,Marine,Bacteria,Aquatic Life,Fecal Coliform,FECAL COLIFORM,NA,78,60,5,Yes,MPN/100mL,Maximum,Water year average,Three-tube decimal dilution test,Yes,5,5,49
