AUID_ATTNS,Waterbody Type,Use,Use_Category,overallStatus,assessmentUnitName,locationDescription,waterSize,waterSizeUnits
NA,NA,NA,NA,NA,Anvil Creek,"flows SW 7 mi. to Little Creek, 2.5 miles NW of Nome",7,Miles
NA,NA,NA,NA,NA,Grant Creek,"on Kenai Penin., heads at Grant Lake, flows SW 1 mi. to Upper Trail Lake, 24 mi. N of Seward",1,Miles
NA,NA,NA,NA,NA,Coffee River,"Flows SE 18 mi. to Chuiitna River, 27 mi. NW of Talkeetna, Cook Inlet Lowlands, 62?42135"" N, 150?16130"" W, Denali National Park",18,Miles
NA,NA,NA,NA,NA,Mariner Creek,"Homer Alaska. Headwaters near the Homer High School (east side), discharges to Beluga Lake.",1,Miles
NA,NA,NA,NA,NA,Auke Nu Creek,"Flows SE to Auke Bay, 0.2 mi. W of village of Auke Bay and 11 mi. NW of Juneau.",2.3,Miles
NA,NA,NA,NA,NA,Fourth of July Creek (Seward),"city of Seward, E side of Resurrection Bay",0.25,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Tana River tributary),"Flows NW towards Tana River, Wrangell-St Elias National Park",2.2,Miles
NA,NA,NA,NA,NA,Clearwater Creek,"Near Delta Junction, accessed from the Jack Warren Rd.",20,Miles
NA,NA,NA,NA,NA,Falls Creek (Kachemak),"on the Kenai Peninsula, flows S 4.5 miles to Kachemak Bay, 17 miles NE of Homer",4.5,Miles
NA,NA,NA,NA,NA,Lost Creek,"In Mentasta Mts., flows S 10 mi. to Jack Creek, 2.5 mi. SE of Jack Lake,
Alaska Ra.; 62?30'00"" N, 143?10'45"" W",10,Miles
NA,NA,NA,NA,NA,Bear Creek,"heads in Dutch Hills, flows NE 7 mi. to Tokositna River, 32 mi. NW of Talkeetna, Alaska Ra.; 62""39'45"" N, 150'49'05"" W",7,Miles
NA,NA,NA,NA,NA,Red Fox Creek,"Naknek, Bristol Bay; HUC: 19030204",1.8,Miles
NA,NA,NA,NA,NA,Ophir Creek,"2.5 mi. SW of Yakutat, AK.",6,Miles
NA,NA,NA,NA,NA,Mulchatna River,"heads at Turquoise Lake, flows SW 160 mi. to Nushagak River, 65 mi. NE of Dillingham",160,Miles
NA,NA,NA,NA,NA,Juneau Creek,"On Kenai Peninsula, Flows NW to Mills Creek, 16 mi. S of Sunrise.",3.5,Miles
NA,NA,NA,NA,NA,White Creek,"Heads at glacier terminus, in Denali National Park, flows NW 30 mi. to Foraker River, 35 mi. SSE of village of Lake Minchumina, Tanana Lowlands.",25,Miles
NA,NA,NA,NA,NA,Koktuli River - North Fork,"originates N of Iliamna Lake, flow NW to Mulchatna River",10,Miles
NA,NA,NA,NA,NA,Kasilof River,"heads aat Tustumena Lake, flow NW 17 miles to Kasilov",17,Miles
NA,NA,NA,NA,NA,McDonald Creek (Salchaket Slough),W of Salcha,20,Miles
NA,NA,NA,NA,NA,Goodnews River,"heads at a lake at 59/38, 160/23 and flows SW 60 miles to Goodnews Bay",10,Miles
NA,NA,NA,NA,NA,Stariski Creek,"on Kenai Peninsula, flows 23 miles W to Cook Inlet at Cape Starichkof, 19 miles NW of Homer",23,Miles
NA,NA,NA,NA,NA,Little Meadow Creek,"heads in a lake, flows SW 3.2 mi. to join Lucile Creek to form Meadow Creek, 25 mi. N. of Anchorage, Cook Inlet lowlands",3.2,Miles
NA,NA,NA,NA,NA,Copper Creek,"Flows NW 6.2 mi. to Dan Creek 3.5 mi. E of its junc. with Nizina River, 15 mi. E of McCarthy, Wrangell Mts., 61?22'20"" N, 142?28'40"" W, Wrangell-St Elias National Preserve",6.2,Miles
NA,NA,NA,NA,NA,Red Dog Creek,"Red Dog mine, located about 170 kilometres north of the Arctic Circle in northwest Alaska, near Kotzebue; HUC: 19050404",20,Miles
NA,NA,NA,NA,NA,Nahodak Creek,"on Kenai Peninsula, near Nikolaevsk",3,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Clear Stream tributary),"Tributary to Clear Stream near the confluence of Clear Stream with Chitina River, Wrangell-St Elias National Preserve",0.5,Miles
NA,NA,NA,NA,NA,Little Jack Creek,"Heads in Mentasta Mts., flows S 7 mi. to Jack Lake, Alaska Range, 62?31'20"" N, 143?18'40"" W",7,Miles
NA,NA,NA,NA,NA,Stony Creek,"Denali National Park, flows N 25 mi. from Gravel Mtn. to Clearwater Fork 5 mi. S of junction with Toklat River, Alaska Range, 63?44'15"" N, 150?19'30"" W",12,Miles
NA,NA,NA,NA,NA,Twitter Creek,"om Kenai Peninsula, flows W 8 mi. to Anchor River, 6 mi. NW of Homer",8,Miles
NA,NA,NA,NA,NA,Packers Creek,"on Alaska penin., flows N 2 mi. to Chignik Flats and Chignik Lagoon, ~5 mi. W of Chignik",2,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Hines Creek tributary),"Flows S to Hines Creek, crosses Denali National Park Road",3,Miles
NA,NA,NA,NA,NA,Pavlof River,"SSE shore of Freshwater Bay, E Chichagof Island; HUC: 19010203",8,Miles
NA,NA,NA,NA,NA,Nataga Creek,"heads on E side of Mt. Seltat on Alaska-Canada boundary, flows SE 11 miles to Kelsall River, 28 miles NW of Skagway",11,Miles
NA,NA,NA,NA,NA,Unnamed Creek (McKinley River tributary 2),"Tributary to McKinley River, crosses McKinely Bar trail",3,Miles
NA,NA,NA,NA,NA,Chititu Creek,"Flows NW to the Nizina River ~4 miles downstream of Dan Creek's confluence with the Nizina River, Wrangell-St Elias National Preserve",7.8,Miles
NA,NA,NA,NA,NA,Battle Creek,"on Kenai Penin., flows NW 6.5 mi. to Kachemak Bay, 22 mi. NE of Homer",6.5,Miles
NA,NA,NA,NA,NA,Benny Creek,Homer,1,Miles
NA,NA,NA,NA,NA,Turnaround Creek,"Sitka, AK.",1,Miles
NA,NA,NA,NA,NA,Mendenhall River,"Mendenhall Valley in Juneau, AK.",4,Miles
NA,NA,NA,NA,NA,Camp Creek (Nulato),"flows NW 28 miles to Khotol River, 19 mi SE of Nulato",28,Miles
NA,NA,NA,NA,NA,Knutson Creek,"flows SW 11 miles to Knutson Bay, at NE end of Iliamna Lake",11,Miles
NA,NA,NA,NA,NA,Lake Creek,"Flows N from Wonder Lake to Moose Creek, Denali National Park",2.5,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Tokositna tributary),"Flows S along W side of Tokositna Glacier to the Tokositna River, Denali National Park",3,Miles
NA,NA,NA,NA,NA,McNeil Creek,approximately 10 mi NE of Homer,1.5,Miles
NA,NA,NA,NA,NA,Margaret Creek,"flows NW, through Margaret Lake, 6 miles to Traitors Cove, NW coast of Revillagigedo Island, Southeast",6,Miles
NA,NA,NA,NA,NA,Independence Creek,"Heads in glacier, flows E and S 3.5 mi. to Icy Bay, 6 mi. NE of Claybluff Point and 67 mi. NW of Yakutat, St. Elias Mts.; 60?00'55"" N, 141?24'30"" W",3.5,Miles
NA,NA,NA,NA,NA,Bryan Creek,"In Nutzotin Mts., flows W 8 mi. to Geohenda Creek 2.5 mi. SW of that stream's junc. with Chisana River, Alaska Ra.; 62?02' N, 142?02' W",8,Miles
NA,NA,NA,NA,NA,Dry Creek (Nome),flows SE approx. 6 miles to Nome,6,Miles
NA,NA,NA,NA,NA,Moose Creek,"Along Richardson Hwy, 20 miles SE of Fairbanks, flows to Tanana River.",23,Miles
NA,NA,NA,NA,NA,Funny River,"Kenai Peninsula, flows NW 30 mi. to Kenai River S of Sterling; HUC: 19020302",30,Miles
NA,NA,NA,NA,NA,Upper Birch Creek drainage: Ptarmigan Creek,Approximately 100 miles northeast of Fairbanks; HUC: 19040402,3,Miles
NA,NA,NA,NA,NA,Rock Creek,"Flows south to Hines Creek, crosses Denali National Park Road, parallels Rock Creek Trail.",3.5,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Nadina River Tributary),"Flows SW to the Nadina River, Wrangell-St Elias National Preserve",0.25,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Long Lake inflow),"Flows from wetlands W to Long Lake, Wrangell-St Elias National Preserve",1.8,Miles
NA,NA,NA,NA,NA,Colville River/Umiat Lake,"Lat/Long is for Umiat Lake which is 1 mile NE of the village of Umiat, on the Colville River, Arctic Slope",1,Miles
NA,NA,NA,NA,NA,Taiya River,"Upper Lynn Canal in Southeast Alaska. North of Skagway, mouth near historic community of Dyea, headwaters near Chilkoot Pass on Alaska/Canada border.",17,Miles
NA,NA,NA,NA,NA,Ketchikan Creek,"On Revillagigedo Island, heads in a lake and flows W and S through Ketchikan Lakes Number One and Two, six miles to Tongass Narrows at Ketchikan",6,Miles
NA,NA,NA,NA,NA,Wildhorse Creek,"Flows E to Bear Creek, Denali National Park",6.5,Miles
NA,NA,NA,NA,NA,Paco Creek,"Heads .7 mile from Peggy Lake, flows S to Twin Lakes, crosses Nabesna Road",2,Miles
NA,NA,NA,NA,NA,Crystal Creek,"Flows SE from Crystalline Hills to Lakina River, Wrangell-St Elias National Preserve",10,Miles
NA,NA,NA,NA,NA,Tubutulik River,"flows SE 25 mi. to Kwiniuk Inlet at NW end of Norton Bay, 25 mi. SW of Koyuk, Seward Penin.",25,Miles
NA,NA,NA,NA,NA,Cathedral Creek,"heads in Canada, flows SW across Alaska-Canada border 18 mi. to Hard Luck Creek, 23 mi. N of Eagle,  65?08'15"" N, 141?11'20"" W",5,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Long Lake outflow),"Flows W from Long Lake to the Lakina River, Wrangell-St Elias National Preserve",1.9,Miles
NA,NA,NA,NA,NA,Kaskanak Creek,flows into NW corner of Lake Iliamna,40,Miles
NA,NA,NA,NA,NA,Savage River,"Flows NW 27 mi. to Teklanika River, 17 mi. NW of Healy, Alaska, 63?55' N, 149?30' W",17,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Birch Creek tributary),"Flows N to Birch Creek, Denali National Park",8,Miles
NA,NA,NA,NA,NA,Bidarka Creek,"City of Homer, Kachemak Bay",4,Miles
NA,NA,NA,NA,NA,Hatchery Creek,"Flows N 18 mile through Lake Galea and two unnamed lakes to Sweetwater Lake. N central Prince of Wales Island in Southeast, federal land, Tongass N.F.",18,Miles
NA,NA,NA,NA,NA,Sinuk River,"Heads N of Tigaraha Mtn., flows SW to Norton Sound, 25 mi. NW of Nome.",48,Miles
NA,NA,NA,NA,NA,Ugashik River,"Bristol Bay, NW shore of Alaska Penin., S of Pilot Point",1,Miles
NA,NA,NA,NA,NA,Kogoluktuk River,"heads at Shishakshinovik Pass, flows SW 45 mi. to Kobuk River, 10 mi. E of Shungnak",45,Miles
NA,NA,NA,NA,NA,Bear Creek (Salchaket Slough),Salchaket Slough,14,Miles
NA,NA,NA,NA,NA,Resurrection Creek,"Hope, AK on the South side of Turnagain Arm.",18,Miles
NA,NA,NA,NA,NA,Friday Creek,"Kantishna Hills, flows SE 1.8 mi. from Wickersham Dome to Moose Creek, 4.4 mi. NNW of Wonder Lake, Alaska Range, 63?32'15"", 150?59'20""",2,Miles
NA,NA,NA,NA,NA,Glacier Creek (Kantishna Creek),"in Kantishna Hills, flows N 14 mi. to Bearpaw River",1,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Iceberg Bench),"Heads at glacier, flows south, Wrangell-St Elias National Park",1.2,Miles
NA,NA,NA,NA,NA,Godge Creek,"Flows SW to Copper Creek, Yukon-Charley Rivers National Preserve, also called Cedar Creek.",11,Miles
NA,NA,NA,NA,NA,Illinois Creek,"Formed by confluence of Wilson and Golden Creeks, flows S to Yukon River, at Kallands N of Brant Island",10,Miles
NA,NA,NA,NA,NA,Nushagak River,"heads at 60 35N, 156 06W, and flows 242 mi to Nushagak Bay",242,Miles
NA,NA,NA,NA,NA,Sanctuary River,"Flows N 26 mi. to Teklanika River, 18 mi. SW of Healy, Alaska Range, 63'49' N, 149'31' W",14,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Sanford floodplain),"Unnamed tributary to Sanford River, in Sanford River floodplain.",1.2,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Sanctuary River tributary),"Flows W to Sanctuary River, Denali National Park",5,Miles
NA,NA,NA,NA,NA,Unnamed Creek (City of Kenai),city of Kenai,1.5,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Stony Creek tributary),Unnamed creek flows west to Stony Creek in Denali National Park,1,Miles
NA,NA,NA,NA,NA,Young Creek,"Heads on E side of Pyramid Peak, flows generally W to Nizina River, Wrangell-St Elias National Preserve",28,Miles
NA,NA,NA,NA,NA,Crystal Creek,"flows S 5.8 mi. to Coffee River 9 mi. N of Chulitna River, 27 mi. N of Talkeetna, Alaska Ra.; 62?49'55"" N, 150?18'15"" W",6,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Notch Creek tributary),"Heads in Nutzotin Mountains, flows S to Notch Creek downstream of William and Notch Creeks confluence",3,Miles
NA,NA,NA,NA,NA,East Fork Toklat River,"Heads at glacier terminus, in Denali National Park, flows NNW 40 mi. to Toklat River, 36 mi. W of Healy, Alaska Range, 63?54'2OW N.,
150?08'40"" W",15,Miles
NA,NA,NA,NA,NA,Fox Creek,"on the Kenai Peninsula, flows S 7.5 miles to Kachemak Bay, 21 miles NE of Homer - this is a Cook Inlet Keeper Monitoring site at the Dolina Road Bridge",7.5,Miles
NA,NA,NA,NA,NA,Grant River,"in Wood-Tikchick State Park, heads at Grant Lake, flows SE 5.7 mi. to Lake Kulik",5.7,Miles
NA,NA,NA,NA,NA,Lignite Creek,N of Healy,15,Miles
NA,NA,NA,NA,NA,Bodenburg Creek,flows through city of Butte to Knik Arm; HUC: 19020402,5,Miles
NA,NA,NA,NA,NA,Boyden Creek,"Heads in Mentasta Mts., flows SW 4.2 mi. to Jack Creek, 7 mi. NW of Devils Mtn., Alaska Ra.; 62?29' N, 143?07' W",4.2,Miles
NA,NA,NA,NA,NA,Caribou Creek,"in Kantishna Hills, flows W and N 16 mi to Bearpaw River, 15 N of Wonder Lake , in Alaska Range",16.1,Miles
NA,NA,NA,NA,NA,Bridge Creek,"Flows from Summit Lake E to the Tebay River, Wrangell-St Elias National Park",2.5,Miles
NA,NA,NA,NA,NA,Zinc Creek,"Flow into upper Hawk Inlet, NW corner of Admiralty Island, Southeast",3,Miles
NA,NA,NA,NA,NA,Wood River,"Heads in Aleknagik Lake and flow SSE 20 mi. to Nushagak River just NE of Dillingham, Bristol Bay.",20,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Chignik),"at Chignik on the Alaska Penin., from saltwater flows SW ~1 mi, then S for ~3 mi.",4,Miles
NA,NA,NA,NA,NA,Klu River,"Heads at glacier W of Hanagita Peak, flows N and E to the Chakina River, Wrangell-St Elias National Park",24,Miles
NA,NA,NA,NA,NA,Klehini River,"W of Haines, flows from BC/AK border to Chilkat River.",18.3,Miles
NA,NA,NA,NA,NA,Shoal Creek,"Revillagigedo Island, Carrol Inlet; HUC: 19010102",0.8,Miles
NA,NA,NA,NA,NA,Anchor River,"On Kenai Penin., flows W. 30 miles to a lagoon on E. shore of Cook Inlet, 14 mile NW of Homer",30,Miles
NA,NA,NA,NA,NA,Kuparuk River,Flows N to Gwydyr Bay 8 mi. SE of Beechey Point.,200,Miles
NA,NA,NA,NA,NA,Crescent Creek,"Flows NE 28 miles to Charley River, 70 miles NW of Eagle, Yukon-Tanana Highlands",9.5,Miles
NA,NA,NA,NA,NA,Highway Pass Creek,"Flows E to Toklat River, Denali National Park",4,Miles
NA,NA,NA,NA,NA,Fireweed Creek,"Flows E from Fireweed Mountain to the Kennicott Glacier, Wrangell-St Elias National Preserve",5.5,Miles
NA,NA,NA,NA,NA,"Unnamed Creek, Sweetwater Lake, Stream 6","Coffman Cove, Prince of Wales Island, USFS 3030 Road",1.14,Miles
NA,NA,NA,NA,NA,Meadow Creek,"formed by Little Meadow and Lucille Creeks, flws SW 5 mi to Big Lake 23 mi N of anchorage",5,Miles
NA,NA,NA,NA,NA,Unnamed Creek (East Fork Toklat River tributary),"Flows W to East Fork Toklat River, Denali National Park",3,Miles
NA,NA,NA,NA,NA,Unanmed Creek (Wonder Lake inflow),"Flows NW to Wonder Lake, Denali National Park",6,Miles
NA,NA,NA,NA,NA,Hogatza River,Flow SW to Koyukuk River 32 mi. WSW of Hughes.,120,Miles
NA,NA,NA,NA,NA,Carlanna Creek,"flows SW 2 miles through Carlanna Lake in Ketchikan to Tongass Narrows to Charcoal Point, Revillagigedo Island",2,Miles
NA,NA,NA,NA,NA,Moose Creek,"Heads in Denali National Park, flows W and N 50 mi. to Bearpaw River, 18 mi. E of Chilchukabena Lake, Tanana Low.; 63?53'15"" N, 150?54'05"" W",50,Miles
NA,NA,NA,NA,NA,White Creek,"Heads in area of Virginia and Grubstate Gulches, flows NW to Rex Creek near Chitina Camp, Wrangell-St Elias National Preserve",5,Miles
NA,NA,NA,NA,NA,Salmon River (Platinum),"flows SW 9 mi. to Kuskokwim Bay, 21 mi. NE of Cape Newenham, Kilbuck-Kuskokwim Mts.",9,Miles
NA,NA,NA,NA,NA,Sheenjek River,"heads on the North Slope, flows S 200 mi. to Porcupine River, NE of Fort Yuokon, Yukon Flats",200,Miles
NA,NA,NA,NA,NA,"Unnamed tributary of Anchor River (""Two  Moose Creek"")",located on the lower Kenai Peninsula approximately 3 miles SE of Anchor Point,7.5,Miles
NA,NA,NA,NA,NA,Slide Creek,"heads at glacier, flows SE 5 mi. to Alder Creek 8 mi. NW of its junc. with Tokositna River, 25 mi. NW of Talkeetna, Alaska Ra.; 62?46'50"" N, 150?25'45"" W, Denali National Park",5,Miles
NA,NA,NA,NA,NA,Minook Creek,"Heads on Eureka Dome and flows N 22 mi. to Yukon River, 1 mi. N of Rampart.",22,Miles
NA,NA,NA,NA,NA,Quartz Creek,"on Kenai Penin., flows NW 6 mi then SW 10 mi to Kenai Lake, 28 mi NW of Seward",16,Miles
NA,NA,NA,NA,NA,Kobuk River,flow W 280 mi. to Hotham Inlet 25 mi. SE of Kotzebue,280,Miles
NA,NA,NA,NA,NA,Birch Creek,"Heads at glacier terminus in Denali National Park, flows N 65 mi., joins McKinley River to form Kantishna River, 23 mi. E of village of Lake Minchumina, Tanana Low.; 63?52'00"" N, 151?33'20"" W",18,Miles
NA,NA,NA,NA,NA,Nadina River,"Heads at Nadina Glacier, flows 18 mi. SW to Copper River, 3.3 mi. NE of the locality of Willow Creek, 62 mi. NE of Valdez, Copper River Basin; 61?51'20"" N, 145?09'50"" W",18,Miles
NA,NA,NA,NA,NA,Spring Creek (Seward),"Seward ship Drydock area, Seward",1,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Nizina River tributary),"Heads in Nizina River floodplain, flows S to Nizina River ~1.3 miles upstream from the Chitostone River's confluence with the Nizina, Wrangell-St Elias National Preserve",1.4,Miles
NA,NA,NA,NA,NA,Lucile Creek,"heads in Lucille Lake, flows W 11 mi. and joins Little Meadow Creek to form Meadow Creek, 22 mi. W of Palmer",11,Miles
NA,NA,NA,NA,NA,May Creek,"Heads on NW side of Chititu Peak, flows N to Nizina River ~10 miles upstream of Nizina and Kennicott Rivers confluence, Wrangell-St. Elias National Preserve",8,Miles
NA,NA,NA,NA,NA,Chicken Creek,"In Nutzotin Mts., flows SW 1 mi. to Glacier Creek at Caribou Pass, Alaska Range, 62?07'N, 141?52'W, Wrangell St-Elias National Preserve",1,Miles
NA,NA,NA,NA,NA,Hanagita River,"Heads in group of lakes 12 mi. ESE of Hanagita Lake, flows WNW 17 mi. to Tebay River, 4 mi. SE of Summit Lake and 73 mi. ENE of Valdez, Chugach Mts, 61?17'00"" N, 144?03'25"" W, Wrangell-St Elias National Preserve",28.16,Miles
NA,NA,NA,NA,NA,Falls Creek (Gustavus),Gustavus,2,Miles
NA,NA,NA,NA,NA,Black Bear Creek,central Prince o f Wales Island,5,Miles
NA,NA,NA,NA,NA,Rogge Creek,"A stream flowing from a basin to the east of Harding Lake, SE of Fairbanks; HUC: 19040505",5,Miles
NA,NA,NA,NA,NA,Fortymile River,"formed by its N & S forks flows 60 mi NE into Canada to Yukon River, 32 mi SE of Eagle",40,Miles
NA,NA,NA,NA,NA,Montana Creek (Juneau),"Flows SE to the Mendenhall River, 1 mi. N of Juneau Airport.",8,Miles
NA,NA,NA,NA,NA,Tanada Creek,"Heads in Tanada Lake, in Wrangell Mts., flows NW 17 mi. to Copper River 8 mi SE of junc. of Slana River, Copper River Basin; 62?18' N, 143?48' W",17,Miles
NA,NA,NA,NA,NA,Glen Creek,"Kantishna Hills, formed by its East and West Forks, flows S 12 mi. to North Fork Moose Creek, 6 mi. ENE of Wonder Lake, Alaska Ra.; 63?31'15"" N, 150?42'15"" W",12,Miles
NA,NA,NA,NA,NA,Bear Creek (Homer),Homer,3,Miles
NA,NA,NA,NA,NA,Moose River,"flows SW 23 miles to Kenai River at Sterling, 18 miles E of Kenai",23,Miles
NA,NA,NA,NA,NA,Alder Creek,"Heads at glacier E of Ruth Glacier, flows SE 16 mi. to Tokositna River 1.5 mi. W of its junc. with Chulitna River, 25 mi. NW of Talkeetna, Cook Inlet Low.; 62?49'30"" N, 150?20'10"" W.",16,Miles
NA,NA,NA,NA,NA,Kenai Gull Rookery 1,Downstream of gull rookery.,0.19,Miles
NA,NA,NA,NA,NA,Barbara Creek,flows NW 9 mi. to Kachemak Bay on Kenai Penin.,10,Miles
NA,NA,NA,NA,NA,Ninilchik River,"flows SW 21 miles to Cook Inlet at Ninilchik, 38 miles SW of Kenai, Kenai Peninsula",21,Miles
NA,NA,NA,NA,NA,"Unnamed Creek, Sweetwater Lake, Stream 7","Coffman Cove area, Prince of Wales Island, USFS 3030 Road",0.3,Miles
NA,NA,NA,NA,NA,Gilahina River,"Flows SW 21 mi. to Chitina River, 4.5 mi. S of Gilahina Butte, 29 mi. W of McCarthy, Cooper River Basin; 61?22'20"" N, 143?46'50"" W;, Wrangell-St Elias National Preserve",21,Miles
NA,NA,NA,NA,NA,Horsfeld Creek,"In Nutzotin Mts., flows SE 9 mi. to Beaver Creek, 1.5 mi. SW of Braye Pass, Wrangell-St Elias National Preserve, near Horsfeld Airport",9,Miles
NA,NA,NA,NA,NA,Rock Creek,"flows SW 2.6 mi. to Snake River, 7 mi. NW of Nome, Seward Penin. Highlands",2.6,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Chisana River tributary),"Flows SE to Chisana River approximately 5 miles downstream of confluence of Sheep Creek and the Chisana River, Wrangell-St Elias National Preserve",8,Miles
NA,NA,NA,NA,NA,Eureka Creek,"Kantishna Hills, flows SW 4 mi. to Moose Creek, S of Quigley Ridge, 3 mi. NNW of Wonder Lake, Alaska Range, Denali National Park, 63?31'40"" N, 150?57'40"" W",4,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Skolai Pass),"Unnamed tributary heads on N side of Mount Baldwin and flows NE to Skolai Creek, ~4 miles W of Upper Skolai Lake, Wrangell-St Elias National Park",1.4,Miles
NA,NA,NA,NA,NA,Amy Creek,"Flows W and SW 8 mi. to North Fork Bremner River, 8.5 mi. NW of 1950 terminus of Bremner Glacier and 78 mi. NE of Cordova, Chugach Mts.; 60?59' N, 143?42' W, Wrangell-St Elias National Park",8,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Tana River tributary),"Flows SW towards Tana River, Wrangell-St Elias National Park",2.7,Miles
NA,NA,NA,NA,NA,Nakwasina River,"13 mi. N of Sitka, Baronof Island; HUC: 19010203",8,Miles
NA,NA,NA,NA,NA,Ultima Thule Creek,"Flows W to Chitina River 3.4 miles downstream from confluence of Chitina River and Canyon Creek, Wrangell-St Elias National Preserve",5,Miles
NA,NA,NA,NA,NA,"Unnamed Creek, Sweetwater Lake, Stream 9","Coffman Cove area, Prince of Wales Island, USFS 3030 Road",0.8,Miles
NA,NA,NA,NA,NA,Suqitughneq River,located approximately 9 mi W of Northeast Cape on Saint Lawrence Island; also known as Suqi River. Lat/longs given here are for vil of Lietnik (10 miles W of NE Cape),10,Miles
NA,NA,NA,NA,NA,"Unnamed Creek, Sweetwater Lake, Stream 8","Coffman Cove area, Prince of Wales Island, USFS 3030 Road",0.3,Miles
NA,NA,NA,NA,NA,Diamond Creek,"on Kenai Penin., flows W 5 mi to Kachemak Bay, 5.7 WNW mi of Homer, lower Cook Inlet",5,Miles
NA,NA,NA,NA,NA,Gorge Creek,"Denali National Park, flows W 5.4 mi. to Thorofare River, 3.3 mi. WSW of Eielson Visitor Center, Alaska Range, 63?25'2OU N, 150?22'40"" W",3,Miles
NA,NA,NA,NA,NA,Salmon Creek,"heads in Salmon Creek Reservoir, flows 3 mi SW to Gastineau Channel, 3 mi NW of Juneau",3,Miles
NA,NA,NA,NA,NA,Galiano West Creek,"Heads in Galiano Glacier, flows S to Disenchantment Bay, NE of Yakutat",1.5,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Chakina River tributary),"Flows NW several miles into the Chakina River, approximately 2.5 miles N  of Sunshine Lake.",2.7,Miles
NA,NA,NA,NA,NA,Monahan Creek,"flows NE 18 mi. to Chakina River, 7 mi. N of Goodlata Peak and 18 mi. SW of McCarthy, Chugach Mts.; 61?10' N, 143?07' W, Wrangell-St Elias National Park",18,Miles
NA,NA,NA,NA,NA,Kanektok River,"heads at Kagati Lake, flow SW 75 miles to Kuskokwim Bay, 1.5 miles west of the village of Qunihagak in the Y-K Delta. Lowere 20 miles in village corporation ownership. Contact information: Walter Johnson of Quniahak 556-8165x209; 556-8166",75,Miles
NA,NA,NA,NA,NA,Ptarmigan Creek,"Heads at Rock Lake, flows NE, through Ptarmigan Lake, 15 mi. to Beaver Creek, 72 mi. NE of McCarthy, Alaska Ra.; 61?52' N, 141?09' W",15,Miles
NA,NA,NA,NA,NA,Situk River,"heads at Siuk Lake, flows SW 18 miles to Situk, 11 miles SE of Yakutat",18,Miles
NA,NA,NA,NA,NA,Power Creek,"flows SW 9 mi. to Eyak Lake, 5 mi. NE of Cordova",9,Miles
NA,NA,NA,NA,NA,Travertine Stream,"Flows north to Stony Creek, crosses Denali Park Road, Denali National Park",1,Miles
NA,NA,NA,NA,NA,English Bay River,"flows NW 11 miles to English Bay, on S end of Kenai Peninsula, 10 miles SW of Seldovia",11,Miles
NA,NA,NA,NA,NA,Swift Creek,"Flows 4 mi. SE to Kennicott River, 3 miles SW of McCarthy, Wrangell
Mts, 61?24'23"" N, 142?59'53""W",4,Miles
NA,NA,NA,NA,NA,Tributary Creek (Greens Creek),"flows N to S to Zinc Creek, NW Admiralty Island, Hawk Inlet/Greens Creek mine",2,Miles
NA,NA,NA,NA,NA,Solomon River,35 miles E of Nome,40,Miles
NA,NA,NA,NA,NA,McLeod Creek,"Heads at glacier terminus in Denali National Park, flows N 20 mi. to McKinley River at W end of Eagle Gorge, 11 mi. W of Wonder Lake,
Tanana Low.; 64?28'10"" N, 151?14'45"" W",20,Miles
NA,NA,NA,NA,NA,Bear Creek (Becharof),flows NW 4 mi to Becharof Lake on Alaska Peninsula,4,Miles
NA,NA,NA,NA,NA,Copper River,"heads on N side of Wrangell Mts., flows S 250 mi. through Chugach Mts. to Gulf of Alaska; HUC: 19020104",250,Miles
NA,NA,NA,NA,NA,Nome River,3 mi. E of Nome,40,Miles
NA,NA,NA,NA,NA,Ruby Creek,"Homer, Alaska. A small stream that flows near the Sterling Highway and discharges into the Anchor River.",4,Miles
NA,NA,NA,NA,NA,Skookum Creek,"Flows E 5 mi. to Jack Creek, N of White Mtn., Wrangell Mts.; 62?24100"" N, 142?58'20"" W, Wrangell-St Elias National Preserve",5,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Ruth Glacier tributary),"Flows E into Ruth Glacier, Denali National Park",2,Miles
NA,NA,NA,NA,NA,Unnamed Creek (Tana Glacier tributary),"Unnamed tributary to Tana River, Wrangell-St Elias National Park",0.5,Miles
