Waterbody Type,Constituent Group,Constituent,TADA.CharacteristicName,Fraction,Use,Use Description,Type,Magnitude_Numeric,Units,Directionality,Frequency,Duration,Details,Source(s),Listing Methodology,Notes,AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency,Exceed,Individual_Category,Use_Category
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,"Geometric mean, for products not normally cooked",WQS,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,"Geometric mean, for products not normally cooked",WQS,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,WQS,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,WQS,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,83,67,5,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Turbidity,Turbidity,TURBIDITY,NA,Water Supply,Aquaculture,NA,25,NTU,Maximum,Not to exceed,24-hour average,NA,AK DEC WQS,Turbidity,NA,AK_B_1010204_001,BEACH Program Site-Ocean,Beach,NTU,NA,26,26,2,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,28,MPN/100mL,Maximum,10% of samples,Water year average,Twelve-tube single dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,28,MPN/100mL,Maximum,10% of samples,Water year average,Twelve-tube single dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,31,CFU/100mL,Maximum,10% of samples,Water year average,Membrane filtration test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,31,CFU/100mL,Maximum,10% of samples,Water year average,Membrane filtration test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,43,MPN/100mL,Maximum,10% of samples,Water year average,Five-tube decimal dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,43,MPN/100mL,Maximum,10% of samples,Water year average,Five-tube decimal dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,49,MPN/100mL,Maximum,10% of samples,Water year average,Three-tube decimal dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,49,MPN/100mL,Maximum,10% of samples,Water year average,Three-tube decimal dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,14,CFU/100mL,Maximum,Not to exceed,Water year average,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,14,CFU/100mL,Maximum,Not to exceed,Water year average,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Enterococci,ENTEROCOCCUS,NA,Primary Contact Recreation,NA,NA,35,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,45,38,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Enterococci,ENTEROCOCCUS,NA,Primary Contact Recreation,NA,NA,130,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,45,38,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Turbidity,Turbidity,TURBIDITY,NA,Primary Contact Recreation,NA,NA,25,NTU,Maximum,Not to exceed,24-hour average,NA,AK DEC WQS,Turbidity,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,NTU,NA,26,26,2,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Secondary Contact Recreation,NA,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Turbidity,Turbidity,TURBIDITY,NA,Secondary Contact Recreation,NA,NA,25,NTU,Maximum,Not to exceed,24-hour average,NA,NA,NA,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,NTU,NA,26,26,2,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean; for products normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,"Geometric mean, for products not normally cooked",WQS,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,"Geometric mean, for products not normally cooked",WQS,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,WQS,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Aquaculture,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,For products not normally cooked,WQS,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,200,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Industrial,NA,400,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,20,CFU/100mL,Maximum,Not to exceed,30-day period,Geometric mean,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Water Supply,Seafood Processing,NA,40,CFU/100mL,Maximum,10% of samples,Water year average,NA,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,75,59,4,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Turbidity,Turbidity,TURBIDITY,NA,Water Supply,Aquaculture,NA,25,NTU,Maximum,Not to exceed,24-hour average,NA,AK DEC WQS,Turbidity,NA,AK_B_1010204_002,BEACH Program Site-Ocean,Beach,NTU,NA,26,26,2,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,No,2,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,28,MPN/100mL,Maximum,10% of samples,Water year average,Twelve-tube single dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_003,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,83,66,5,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,28,MPN/100mL,Maximum,10% of samples,Water year average,Twelve-tube single dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_003,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,83,66,5,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,31,CFU/100mL,Maximum,10% of samples,Water year average,Membrane filtration test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_003,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,83,66,5,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,31,CFU/100mL,Maximum,10% of samples,Water year average,Membrane filtration test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_003,BEACH Program Site-Ocean,Beach,MPN/100ML,NA,83,66,5,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
Marine,Bacteria,Fecal Coliform,FECAL COLIFORM,NA,Aquatic Life,Harvesting for Consumption of Raw Mollusks or Other Raw Aquatic Life,NA,43,MPN/100mL,Maximum,10% of samples,Water year average,Five-tube decimal dilution test,AK DEQ SWQS; criteria-search-tool-data.xlsx,Pathogens,NA,AK_B_1010204_003,BEACH Program Site-Ocean,Beach,CFU/100ML,NA,83,66,5,2 water years,20,2,20,Yes,Yes,Yes,Hardness dependency not applicable.,Yes,5,5
